,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
10,43.0,13.0,12.0,8.0,2.0,22.0,13.0,17.0,8.0,16.0,2.0,13.0,7.0,31.0,9.0,2.0,10.0,18.0,25.0,3.0,92.0,83.0,7.0,14.0,14.0,4.0,9.0,26.0,53.0,25.0,15.0,5.0,9.0,35.0,37.0,7.0,21.0,1.0,18.0,2.0,7.0,9.0,8.0,16.0,38.0,12.0,13.0,20.0,49.0,18.0,38.0,13.0,13.0,5.0,2.0,2.0,2.0,1.0,21.0,21.0,30.0,13.0,2.0,4.0,11.0,7.0,20.0,7.0,4.0,6.0,16.0,6.0,6.0,17.0,21.0,40.0,3.0,13.0,72.0,7.0,12.0,2.0,26.0,27.0,20.0,9.0,5.0,14.0,3.0,10.0,1.0,8.0,6.0,25.0,8.0,16.0,7.0,34.0,10.0,22.0,13.0,48.0,19.0,13.0,9.0,14.0,24.0,15.0,6.0,2.0,18.0,11.0,3.0,13.0,12.0,14.0,17.0,1.0,41.0,15.0,25.0,13.0,24.0,46.0,3.0,16.0,33.0,27.0,10.0,5.0,1.0,17.0,3.0,3.0,8.0,9.0,20.0,22.0,22.0,23.0,15.0,36.0,5.0,11.0,4.0,12.0,17.0,31.0,1.0,15.0,15.0,25.0,3.0,25.0,4.0,3.0,7.0,41.0,8.0,25.0,16.0,53.0,30.0,18.0,5.0,40.0,14.0,25.0,4.0,10.0,13.0,99.0,6.0,1.0,2.0,6.0,6.0,11.0,63.0,7.0,9.0,21.0,9.0,1.0,1.0,18.0,8.0,4.0,4.0,7.0,12.0,15.0,7.0,8.0,4.0,29.0,8.0,3.0,5.0,28.0
11,15.0,3.0,10.0,9.0,28.0,1.0,29.0,19.0,12.0,14.0,13.0,25.0,34.0,2.0,8.0,9.0,42.0,8.0,8.0,3.0,2.0,5.0,19.0,7.0,11.0,13.0,12.0,19.0,27.0,5.0,49.0,78.0,45.0,12.0,3.0,40.0,8.0,9.0,13.0,10.0,12.0,46.0,5.0,16.0,24.0,9.0,8.0,15.0,6.0,4.0,7.0,10.0,3.0,3.0,16.0,3.0,8.0,2.0,9.0,30.0,58.0,38.0,3.0,2.0,74.0,10.0,13.0,14.0,27.0,10.0,3.0,9.0,4.0,40.0,33.0,5.0,10.0,1.0,11.0,5.0,7.0,46.0,1.0,2.0,19.0,51.0,53.0,4.0,6.0,2.0,1.0,13.0,3.0,21.0,5.0,5.0,28.0,6.0,10.0,28.0,8.0,17.0,6.0,5.0,2.0,27.0,7.0,3.0,4.0,12.0,3.0,22.0,17.0,52.0,5.0,17.0,4.0,11.0,12.0,10.0,5.0,6.0,25.0,4.0,3.0,18.0,12.0,21.0,13.0,56.0,38.0,2.0,6.0,84.0,4.0,5.0,16.0,6.0,15.0,2.0,45.0,7.0,3.0,20.0,16.0,8.0,48.0,24.0,28.0,14.0,42.0,11.0,3.0,53.0,4.0,5.0,2.0,2.0,1.0,32.0,12.0,15.0,4.0,12.0,3.0,15.0,18.0,21.0,5.0,37.0,12.0,23.0,75.0,24.0,8.0,18.0,30.0,60.0,14.0,35.0,20.0,2.0,4.0,32.0,42.0,7.0,9.0,29.0,18.0,8.0,13.0,2.0,16.0,13.0,40.0,12.0,49.0,3.0,13.0,9.0
12,11.0,16.0,15.0,8.0,4.0,36.0,9.0,3.0,14.0,38.0,19.0,26.0,17.0,1.0,16.0,21.0,19.0,5.0,34.0,24.0,10.0,16.0,11.0,7.0,4.0,10.0,16.0,19.0,20.0,13.0,10.0,15.0,31.0,4.0,12.0,26.0,9.0,5.0,16.0,54.0,11.0,20.0,23.0,1.0,8.0,8.0,8.0,4.0,5.0,1.0,9.0,23.0,2.0,9.0,16.0,37.0,15.0,12.0,29.0,14.0,22.0,15.0,11.0,1.0,11.0,11.0,4.0,17.0,28.0,12.0,14.0,9.0,7.0,18.0,3.0,14.0,4.0,1.0,41.0,11.0,3.0,4.0,10.0,16.0,8.0,20.0,5.0,7.0,16.0,5.0,18.0,3.0,10.0,20.0,4.0,29.0,3.0,27.0,3.0,19.0,9.0,22.0,1.0,3.0,24.0,20.0,6.0,14.0,17.0,56.0,3.0,11.0,9.0,10.0,21.0,10.0,13.0,42.0,10.0,49.0,2.0,26.0,7.0,8.0,21.0,12.0,1.0,1.0,37.0,22.0,17.0,7.0,112.0,22.0,16.0,3.0,5.0,2.0,16.0,5.0,4.0,1.0,10.0,5.0,15.0,5.0,43.0,11.0,10.0,9.0,14.0,18.0,12.0,11.0,10.0,11.0,21.0,29.0,67.0,40.0,8.0,80.0,10.0,15.0,26.0,30.0,3.0,18.0,16.0,23.0,40.0,4.0,21.0,8.0,3.0,3.0,22.0,3.0,7.0,10.0,3.0,28.0,6.0,5.0,4.0,2.0,15.0,17.0,32.0,48.0,4.0,17.0,9.0,50.0,5.0,2.0,6.0,15.0,1.0,1.0
13,1.0,33.0,18.0,8.0,65.0,5.0,43.0,9.0,14.0,8.0,1.0,35.0,8.0,30.0,5.0,7.0,24.0,18.0,18.0,37.0,28.0,7.0,7.0,50.0,3.0,6.0,17.0,15.0,2.0,4.0,15.0,49.0,21.0,23.0,2.0,6.0,1.0,12.0,29.0,5.0,4.0,45.0,22.0,9.0,1.0,30.0,13.0,13.0,34.0,22.0,1.0,51.0,17.0,10.0,37.0,1.0,9.0,38.0,4.0,13.0,28.0,31.0,14.0,3.0,17.0,17.0,5.0,8.0,25.0,14.0,5.0,4.0,2.0,7.0,2.0,3.0,1.0,4.0,28.0,13.0,4.0,26.0,13.0,6.0,23.0,51.0,11.0,2.0,34.0,14.0,6.0,13.0,12.0,3.0,41.0,11.0,6.0,27.0,8.0,13.0,5.0,15.0,3.0,25.0,13.0,11.0,3.0,6.0,9.0,2.0,12.0,36.0,10.0,36.0,27.0,10.0,18.0,33.0,10.0,4.0,5.0,5.0,12.0,25.0,8.0,19.0,88.0,5.0,5.0,1.0,54.0,24.0,9.0,38.0,7.0,3.0,2.0,43.0,53.0,1.0,20.0,4.0,1.0,10.0,44.0,5.0,43.0,11.0,55.0,5.0,13.0,14.0,4.0,6.0,4.0,29.0,40.0,13.0,26.0,7.0,1.0,33.0,9.0,6.0,24.0,28.0,4.0,6.0,7.0,4.0,1.0,5.0,2.0,27.0,17.0,27.0,46.0,5.0,22.0,39.0,22.0,16.0,8.0,35.0,8.0,7.0,7.0,66.0,12.0,18.0,16.0,48.0,9.0,19.0,7.0,13.0,13.0,11.0,41.0,9.0
14,2.0,33.0,16.0,39.0,44.0,39.0,1.0,24.0,9.0,4.0,16.0,3.0,13.0,2.0,2.0,16.0,13.0,11.0,7.0,57.0,12.0,13.0,7.0,17.0,27.0,5.0,8.0,17.0,21.0,9.0,13.0,28.0,5.0,11.0,10.0,16.0,29.0,1.0,35.0,6.0,27.0,17.0,6.0,11.0,16.0,17.0,38.0,14.0,8.0,6.0,55.0,3.0,6.0,7.0,22.0,11.0,24.0,27.0,30.0,1.0,9.0,49.0,11.0,64.0,10.0,1.0,7.0,20.0,10.0,22.0,33.0,2.0,27.0,12.0,6.0,43.0,2.0,9.0,28.0,5.0,5.0,24.0,3.0,8.0,2.0,3.0,2.0,7.0,21.0,2.0,7.0,3.0,45.0,22.0,32.0,2.0,9.0,6.0,7.0,4.0,2.0,4.0,15.0,6.0,14.0,8.0,2.0,31.0,1.0,40.0,9.0,3.0,2.0,27.0,2.0,6.0,14.0,26.0,4.0,4.0,8.0,15.0,11.0,29.0,3.0,37.0,3.0,18.0,8.0,9.0,5.0,1.0,13.0,6.0,11.0,12.0,9.0,59.0,14.0,18.0,16.0,3.0,13.0,40.0,5.0,35.0,11.0,1.0,21.0,20.0,2.0,29.0,2.0,16.0,3.0,1.0,6.0,38.0,15.0,11.0,10.0,44.0,38.0,49.0,37.0,17.0,19.0,3.0,34.0,53.0,21.0,8.0,51.0,15.0,27.0,5.0,3.0,28.0,40.0,12.0,32.0,2.0,27.0,13.0,5.0,3.0,3.0,2.0,20.0,15.0,4.0,3.0,6.0,22.0,73.0,15.0,17.0,51.0,14.0,28.0
15,29.0,4.0,1.0,6.0,65.0,9.0,24.0,12.0,18.0,3.0,14.0,12.0,12.0,15.0,4.0,3.0,17.0,1.0,10.0,12.0,35.0,1.0,11.0,18.0,19.0,22.0,11.0,4.0,2.0,70.0,11.0,20.0,1.0,29.0,5.0,15.0,11.0,17.0,39.0,18.0,3.0,24.0,11.0,52.0,33.0,7.0,17.0,4.0,7.0,13.0,1.0,6.0,14.0,14.0,8.0,3.0,6.0,8.0,11.0,5.0,8.0,3.0,21.0,12.0,3.0,11.0,2.0,2.0,3.0,11.0,7.0,22.0,4.0,10.0,22.0,20.0,4.0,3.0,11.0,23.0,9.0,14.0,18.0,17.0,16.0,41.0,14.0,75.0,9.0,15.0,27.0,19.0,8.0,4.0,6.0,17.0,7.0,3.0,4.0,7.0,6.0,10.0,6.0,17.0,7.0,4.0,26.0,13.0,13.0,14.0,14.0,9.0,12.0,12.0,11.0,16.0,10.0,3.0,4.0,25.0,1.0,27.0,2.0,1.0,1.0,2.0,16.0,8.0,37.0,1.0,1.0,22.0,22.0,8.0,7.0,13.0,10.0,18.0,18.0,6.0,13.0,3.0,7.0,9.0,14.0,5.0,18.0,15.0,5.0,3.0,12.0,4.0,3.0,2.0,3.0,58.0,14.0,10.0,9.0,9.0,15.0,23.0,9.0,17.0,19.0,1.0,1.0,5.0,11.0,2.0,2.0,43.0,4.0,55.0,1.0,31.0,20.0,26.0,22.0,7.0,12.0,12.0,45.0,33.0,3.0,8.0,30.0,14.0,11.0,20.0,2.0,28.0,34.0,2.0,32.0,34.0,5.0,3.0,4.0,13.0
16,3.0,1.0,20.0,19.0,8.0,61.0,11.0,9.0,34.0,27.0,5.0,14.0,19.0,2.0,1.0,48.0,2.0,8.0,20.0,23.0,22.0,3.0,4.0,28.0,14.0,28.0,24.0,12.0,2.0,59.0,3.0,29.0,15.0,31.0,11.0,2.0,46.0,9.0,15.0,1.0,1.0,15.0,34.0,77.0,1.0,49.0,34.0,41.0,33.0,7.0,18.0,7.0,5.0,6.0,25.0,14.0,42.0,13.0,1.0,41.0,21.0,18.0,1.0,16.0,13.0,10.0,35.0,9.0,14.0,22.0,14.0,19.0,3.0,18.0,7.0,15.0,10.0,43.0,9.0,15.0,14.0,24.0,31.0,25.0,5.0,28.0,9.0,8.0,12.0,18.0,22.0,1.0,1.0,16.0,1.0,3.0,2.0,40.0,6.0,49.0,5.0,3.0,14.0,4.0,48.0,36.0,40.0,63.0,2.0,7.0,3.0,11.0,32.0,1.0,16.0,17.0,2.0,35.0,25.0,6.0,3.0,21.0,4.0,2.0,32.0,6.0,13.0,10.0,8.0,40.0,32.0,1.0,11.0,39.0,19.0,48.0,29.0,1.0,23.0,47.0,2.0,18.0,2.0,9.0,2.0,10.0,3.0,23.0,1.0,22.0,1.0,1.0,1.0,30.0,4.0,10.0,27.0,12.0,45.0,6.0,1.0,21.0,21.0,15.0,3.0,2.0,8.0,17.0,2.0,5.0,6.0,1.0,1.0,28.0,8.0,4.0,13.0,23.0,9.0,40.0,1.0,18.0,16.0,10.0,28.0,3.0,15.0,5.0,18.0,8.0,14.0,27.0,27.0,9.0,16.0,8.0,6.0,7.0,3.0,22.0
17,3.0,53.0,58.0,5.0,65.0,12.0,22.0,2.0,56.0,20.0,24.0,51.0,1.0,3.0,4.0,2.0,10.0,20.0,6.0,47.0,36.0,27.0,37.0,6.0,18.0,1.0,7.0,8.0,1.0,31.0,7.0,6.0,6.0,54.0,12.0,4.0,19.0,1.0,49.0,5.0,41.0,17.0,3.0,8.0,12.0,34.0,12.0,1.0,7.0,24.0,28.0,4.0,7.0,6.0,36.0,8.0,28.0,11.0,4.0,1.0,28.0,1.0,39.0,6.0,13.0,4.0,12.0,15.0,1.0,43.0,2.0,26.0,6.0,23.0,10.0,20.0,1.0,11.0,4.0,4.0,4.0,25.0,2.0,9.0,6.0,34.0,109.0,13.0,30.0,13.0,62.0,11.0,12.0,12.0,2.0,3.0,15.0,28.0,17.0,3.0,37.0,25.0,8.0,6.0,1.0,22.0,22.0,1.0,10.0,25.0,44.0,5.0,2.0,27.0,50.0,6.0,8.0,23.0,13.0,19.0,65.0,12.0,4.0,12.0,2.0,3.0,24.0,3.0,3.0,45.0,4.0,3.0,14.0,6.0,21.0,1.0,39.0,1.0,24.0,6.0,4.0,27.0,4.0,55.0,2.0,1.0,13.0,7.0,26.0,99.0,43.0,11.0,4.0,8.0,1.0,12.0,14.0,55.0,5.0,6.0,11.0,12.0,33.0,10.0,9.0,44.0,32.0,4.0,9.0,2.0,3.0,32.0,5.0,7.0,41.0,9.0,12.0,6.0,1.0,15.0,12.0,5.0,13.0,3.0,5.0,1.0,15.0,36.0,6.0,9.0,21.0,4.0,13.0,3.0,19.0,4.0,17.0,12.0,30.0,5.0
18,1.0,6.0,12.0,1.0,39.0,38.0,4.0,63.0,25.0,4.0,26.0,6.0,61.0,13.0,4.0,1.0,3.0,27.0,24.0,9.0,2.0,12.0,19.0,1.0,33.0,38.0,7.0,16.0,8.0,7.0,11.0,23.0,47.0,33.0,14.0,15.0,1.0,5.0,10.0,13.0,1.0,3.0,12.0,1.0,18.0,15.0,14.0,15.0,45.0,4.0,18.0,9.0,11.0,12.0,29.0,19.0,7.0,3.0,32.0,16.0,4.0,4.0,3.0,5.0,6.0,16.0,8.0,14.0,10.0,30.0,2.0,4.0,19.0,4.0,9.0,15.0,32.0,1.0,25.0,3.0,1.0,10.0,9.0,26.0,25.0,23.0,8.0,13.0,6.0,14.0,18.0,8.0,11.0,12.0,39.0,2.0,3.0,3.0,82.0,10.0,10.0,1.0,19.0,38.0,8.0,39.0,3.0,29.0,4.0,1.0,12.0,14.0,1.0,34.0,22.0,14.0,44.0,10.0,20.0,30.0,13.0,1.0,31.0,1.0,19.0,7.0,17.0,15.0,1.0,15.0,11.0,14.0,12.0,9.0,8.0,18.0,47.0,22.0,22.0,9.0,20.0,4.0,10.0,5.0,9.0,20.0,9.0,2.0,1.0,2.0,48.0,31.0,5.0,13.0,39.0,9.0,1.0,6.0,24.0,6.0,11.0,4.0,3.0,8.0,3.0,18.0,7.0,14.0,1.0,7.0,9.0,2.0,34.0,9.0,8.0,1.0,19.0,8.0,5.0,1.0,8.0,25.0,5.0,6.0,2.0,19.0,28.0,5.0,76.0,29.0,11.0,1.0,12.0,19.0,8.0,9.0,1.0,5.0,1.0,32.0
19,23.0,12.0,31.0,43.0,9.0,1.0,9.0,22.0,73.0,52.0,9.0,22.0,52.0,37.0,5.0,9.0,21.0,14.0,14.0,31.0,1.0,20.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,23.0,13.0,13.0,16.0,15.0,1.0,5.0,1.0,25.0,16.0,18.0,22.0,6.0,2.0,5.0,4.0,2.0,5.0,2.0,19.0,32.0,9.0,27.0,15.0,17.0,12.0,15.0,3.0,14.0,1.0,1.0,11.0,15.0,39.0,12.0,11.0,1.0,26.0,11.0,18.0,59.0,11.0,64.0,1.0,17.0,18.0,17.0,2.0,2.0,11.0,2.0,1.0,15.0,2.0,3.0,13.0,2.0,1.0,24.0,8.0,1.0,10.0,4.0,19.0,20.0,13.0,13.0,11.0,27.0,11.0,1.0,4.0,26.0,72.0,7.0,2.0,4.0,25.0,26.0,2.0,7.0,1.0,11.0,15.0,5.0,7.0,22.0,10.0,55.0,9.0,20.0,6.0,3.0,1.0,17.0,27.0,19.0,21.0,34.0,39.0,12.0,4.0,1.0,8.0,3.0,2.0,2.0,7.0,4.0,8.0,11.0,25.0,31.0,2.0,1.0,4.0,15.0,2.0,15.0,21.0,1.0,36.0,5.0,49.0,19.0,12.0,2.0,25.0,7.0,7.0,14.0,9.0,16.0,20.0,62.0,3.0,1.0,19.0,19.0,19.0,3.0,20.0,6.0,3.0,1.0,9.0,11.0,4.0,34.0,13.0,2.0,18.0,38.0,5.0,55.0,10.0,2.0,1.0,8.0,46.0,1.0,36.0,20.0,16.0,19.0,1.0,16.0,9.0,13.0,18.0,8.0
20,13.0,1.0,17.0,26.0,57.0,23.0,13.0,38.0,3.0,16.0,5.0,71.0,6.0,19.0,89.0,16.0,4.0,9.0,5.0,37.0,7.0,7.0,39.0,19.0,7.0,8.0,4.0,3.0,2.0,39.0,9.0,14.0,31.0,19.0,1.0,6.0,1.0,25.0,4.0,6.0,11.0,1.0,16.0,7.0,1.0,3.0,60.0,1.0,5.0,1.0,15.0,12.0,27.0,2.0,19.0,16.0,3.0,14.0,32.0,15.0,27.0,14.0,9.0,5.0,8.0,12.0,23.0,10.0,2.0,21.0,1.0,9.0,6.0,34.0,11.0,35.0,26.0,1.0,15.0,2.0,27.0,7.0,17.0,13.0,13.0,15.0,2.0,12.0,49.0,20.0,11.0,12.0,20.0,18.0,39.0,6.0,35.0,2.0,4.0,39.0,21.0,19.0,13.0,5.0,1.0,6.0,53.0,5.0,50.0,40.0,8.0,23.0,53.0,18.0,68.0,5.0,1.0,17.0,8.0,48.0,8.0,54.0,19.0,30.0,1.0,15.0,40.0,16.0,33.0,35.0,4.0,8.0,11.0,16.0,20.0,22.0,4.0,1.0,1.0,48.0,12.0,41.0,2.0,14.0,34.0,23.0,3.0,24.0,1.0,14.0,1.0,4.0,1.0,7.0,48.0,73.0,4.0,27.0,14.0,9.0,9.0,8.0,17.0,23.0,13.0,25.0,10.0,9.0,8.0,1.0,1.0,9.0,17.0,32.0,1.0,25.0,6.0,94.0,1.0,5.0,30.0,2.0,61.0,9.0,14.0,13.0,4.0,2.0,4.0,8.0,15.0,28.0,38.0,63.0,45.0,10.0,8.0,3.0,105.0,23.0
21,1.0,75.0,17.0,2.0,1.0,1.0,2.0,24.0,3.0,1.0,4.0,1.0,13.0,1.0,13.0,30.0,8.0,23.0,20.0,14.0,14.0,19.0,76.0,1.0,3.0,3.0,45.0,32.0,32.0,4.0,4.0,5.0,14.0,25.0,1.0,2.0,16.0,22.0,17.0,1.0,17.0,1.0,3.0,34.0,3.0,1.0,54.0,5.0,35.0,9.0,4.0,1.0,6.0,10.0,43.0,62.0,1.0,24.0,18.0,49.0,2.0,5.0,7.0,21.0,7.0,1.0,1.0,13.0,6.0,43.0,2.0,15.0,44.0,11.0,78.0,5.0,24.0,17.0,1.0,24.0,1.0,21.0,21.0,1.0,2.0,14.0,14.0,8.0,3.0,12.0,30.0,36.0,26.0,8.0,4.0,26.0,14.0,52.0,23.0,22.0,5.0,7.0,27.0,3.0,23.0,21.0,2.0,33.0,7.0,1.0,13.0,16.0,4.0,11.0,43.0,4.0,3.0,24.0,15.0,19.0,54.0,1.0,9.0,38.0,32.0,40.0,11.0,14.0,15.0,4.0,38.0,25.0,1.0,8.0,29.0,8.0,3.0,21.0,18.0,1.0,11.0,1.0,40.0,8.0,35.0,19.0,26.0,7.0,9.0,3.0,11.0,26.0,15.0,6.0,10.0,1.0,10.0,36.0,16.0,60.0,2.0,20.0,1.0,2.0,3.0,3.0,6.0,12.0,5.0,18.0,1.0,14.0,13.0,12.0,25.0,38.0,6.0,27.0,3.0,15.0,11.0,7.0,13.0,39.0,1.0,10.0,16.0,36.0,11.0,8.0,7.0,1.0,1.0,2.0,26.0,9.0,1.0,36.0,14.0,1.0
22,3.0,2.0,17.0,10.0,3.0,8.0,9.0,3.0,20.0,9.0,3.0,11.0,16.0,1.0,15.0,27.0,2.0,15.0,9.0,14.0,11.0,36.0,1.0,15.0,43.0,1.0,1.0,12.0,18.0,2.0,9.0,20.0,10.0,12.0,13.0,18.0,18.0,8.0,3.0,15.0,13.0,12.0,4.0,6.0,16.0,1.0,10.0,3.0,10.0,5.0,9.0,5.0,1.0,8.0,20.0,20.0,32.0,23.0,3.0,37.0,16.0,29.0,14.0,30.0,12.0,24.0,14.0,2.0,1.0,33.0,31.0,2.0,9.0,8.0,23.0,1.0,1.0,29.0,3.0,3.0,4.0,1.0,5.0,1.0,29.0,9.0,19.0,8.0,5.0,30.0,15.0,11.0,3.0,14.0,12.0,22.0,49.0,8.0,14.0,3.0,12.0,17.0,1.0,41.0,20.0,21.0,21.0,4.0,35.0,9.0,34.0,11.0,64.0,22.0,58.0,10.0,11.0,15.0,4.0,1.0,17.0,12.0,1.0,4.0,32.0,26.0,13.0,40.0,25.0,14.0,15.0,2.0,1.0,2.0,16.0,1.0,20.0,5.0,5.0,1.0,3.0,5.0,18.0,9.0,11.0,10.0,3.0,34.0,1.0,2.0,19.0,20.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,50.0,1.0,7.0,4.0,7.0,23.0,30.0,33.0,17.0,27.0,18.0,4.0,3.0,1.0,38.0,3.0,2.0,3.0,14.0,8.0,7.0,1.0,58.0,5.0,4.0,1.0,14.0,36.0,1.0,1.0,2.0,21.0,33.0,43.0,17.0,15.0,8.0,2.0,31.0,32.0,20.0
23,18.0,35.0,26.0,14.0,7.0,6.0,24.0,26.0,4.0,50.0,7.0,7.0,41.0,3.0,2.0,18.0,15.0,7.0,1.0,8.0,18.0,31.0,11.0,15.0,1.0,2.0,1.0,13.0,23.0,2.0,26.0,4.0,31.0,1.0,1.0,7.0,16.0,5.0,19.0,2.0,27.0,25.0,3.0,2.0,26.0,2.0,19.0,5.0,54.0,14.0,15.0,3.0,1.0,17.0,14.0,10.0,20.0,37.0,3.0,41.0,23.0,26.0,3.0,4.0,11.0,3.0,23.0,9.0,21.0,10.0,1.0,14.0,1.0,18.0,44.0,5.0,3.0,15.0,11.0,2.0,57.0,10.0,7.0,9.0,27.0,28.0,1.0,3.0,9.0,19.0,17.0,2.0,11.0,1.0,1.0,10.0,31.0,2.0,11.0,7.0,6.0,2.0,1.0,17.0,4.0,60.0,4.0,8.0,3.0,26.0,34.0,14.0,60.0,2.0,14.0,11.0,5.0,14.0,43.0,4.0,44.0,5.0,19.0,5.0,30.0,23.0,1.0,5.0,18.0,22.0,12.0,2.0,1.0,22.0,8.0,1.0,28.0,24.0,3.0,13.0,18.0,1.0,44.0,1.0,1.0,1.0,17.0,13.0,13.0,20.0,10.0,41.0,13.0,35.0,14.0,14.0,2.0,6.0,2.0,4.0,10.0,1.0,29.0,14.0,5.0,14.0,28.0,21.0,1.0,60.0,5.0,12.0,24.0,15.0,18.0,5.0,20.0,17.0,2.0,2.0,11.0,6.0,20.0,14.0,1.0,65.0,12.0,3.0,10.0,14.0,3.0,4.0,1.0,14.0,2.0,18.0,6.0,3.0,7.0,2.0
24,19.0,8.0,4.0,15.0,25.0,5.0,44.0,4.0,10.0,10.0,16.0,11.0,4.0,53.0,1.0,3.0,24.0,3.0,1.0,11.0,8.0,11.0,3.0,2.0,3.0,2.0,2.0,3.0,32.0,7.0,11.0,5.0,6.0,18.0,6.0,3.0,5.0,19.0,5.0,1.0,1.0,2.0,1.0,18.0,6.0,1.0,14.0,23.0,11.0,8.0,30.0,42.0,14.0,14.0,11.0,4.0,13.0,13.0,3.0,1.0,24.0,38.0,4.0,11.0,8.0,68.0,13.0,32.0,15.0,17.0,1.0,1.0,6.0,1.0,11.0,13.0,14.0,6.0,18.0,1.0,5.0,1.0,34.0,3.0,7.0,2.0,30.0,8.0,20.0,48.0,12.0,28.0,17.0,1.0,11.0,4.0,7.0,31.0,4.0,20.0,62.0,2.0,1.0,13.0,1.0,8.0,18.0,47.0,33.0,1.0,16.0,57.0,1.0,14.0,5.0,4.0,3.0,6.0,7.0,1.0,1.0,6.0,2.0,16.0,12.0,1.0,6.0,62.0,30.0,7.0,26.0,1.0,2.0,1.0,5.0,4.0,35.0,37.0,31.0,3.0,8.0,6.0,3.0,1.0,1.0,87.0,4.0,2.0,15.0,4.0,6.0,1.0,13.0,1.0,1.0,14.0,20.0,3.0,6.0,4.0,3.0,8.0,39.0,79.0,29.0,2.0,63.0,2.0,1.0,7.0,47.0,12.0,6.0,9.0,5.0,100.0,31.0,21.0,27.0,20.0,6.0,1.0,10.0,12.0,1.0,2.0,6.0,29.0,11.0,1.0,13.0,3.0,12.0,10.0,10.0,1.0,1.0,4.0,13.0,9.0
25,13.0,10.0,17.0,1.0,34.0,22.0,1.0,2.0,38.0,8.0,3.0,7.0,13.0,38.0,1.0,12.0,15.0,1.0,39.0,11.0,46.0,34.0,1.0,32.0,5.0,33.0,28.0,4.0,1.0,1.0,6.0,14.0,16.0,1.0,28.0,2.0,2.0,26.0,15.0,12.0,7.0,9.0,11.0,10.0,5.0,26.0,1.0,25.0,11.0,33.0,30.0,9.0,18.0,10.0,1.0,2.0,5.0,2.0,7.0,9.0,8.0,10.0,42.0,16.0,11.0,8.0,29.0,5.0,30.0,36.0,1.0,69.0,1.0,17.0,14.0,21.0,7.0,21.0,1.0,12.0,2.0,32.0,1.0,11.0,8.0,21.0,13.0,25.0,1.0,1.0,15.0,32.0,34.0,27.0,5.0,19.0,19.0,46.0,10.0,2.0,30.0,2.0,19.0,13.0,3.0,3.0,12.0,17.0,2.0,1.0,6.0,55.0,1.0,26.0,4.0,2.0,29.0,6.0,25.0,41.0,8.0,9.0,1.0,1.0,19.0,33.0,4.0,23.0,10.0,41.0,1.0,31.0,1.0,3.0,22.0,4.0,2.0,4.0,2.0,31.0,23.0,9.0,25.0,3.0,7.0,6.0,4.0,2.0,25.0,3.0,17.0,4.0,25.0,6.0,1.0,1.0,25.0,9.0,22.0,1.0,13.0,4.0,20.0,6.0,1.0,16.0,46.0,11.0,1.0,1.0,29.0,3.0,17.0,1.0,14.0,7.0,29.0,17.0,3.0,26.0,2.0,2.0,10.0,3.0,7.0,40.0,39.0,59.0,53.0,19.0,1.0,8.0,59.0,1.0,4.0,1.0,11.0,1.0,79.0,4.0
